Query Name,Execution Time (s)
Query 1,3.9503467082977295
Query 2,467.6140522956848
Query 3,35.43948268890381
Query 4,46.722487449645996
Query 5,20.524863719940186
Query 6,22.75269365310669
Query 7,88.03220272064209
Query 8,80.04413747787476
Query 9,20.366648197174072
Query 10,174.27120804786682
Query 11,1000.7994096279144
