Query Name,Execution Time (s)
Query 1,0.6475250720977783
Query 2,1.4056246280670166
Query 3,3.7550249099731445
Query 4,0.4813499450683594
Query 5,0.48410582542419434
Query 6,1.5869441032409668
Query 7,1.9128594398498535
Query 8,1.9462592601776123
Query 9,0.4774320125579834
Query 10,3.70168399810791
Query 11,1.3591039180755615
