Query Name,Execution Time (s)
Query 1,1.7747125625610352
Query 2,232.62007069587708
Query 3,7.375668525695801
Query 4,543.0996336936951
Query 5,524.189994096756
Query 6,247.89456701278687
Query 7,18.61804699897766
Query 8,17.93726658821106
Query 9,524.1506929397583
Query 10,38.46514940261841
Query 11,246.42899894714355
